title,url,status
ДТП в Костомукше,https://www.youtube.com/watch?v=ri0wwcjF0XA,1
Сбил женщину на пешеходном переходе,https://www.youtube.com/watch?v=9EBC30h8JqA,1
Автобус занесло,https://www.youtube.com/watch?v=SmXgGZfwnNA,1
Столкнулись при повороте,https://www.youtube.com/watch?v=HX7I_iOppZs,1
Торопыга,https://www.youtube.com/watch?v=qGkNQ8aFbBg,1
Не уступил дорогу,https://www.youtube.com/watch?v=DbI2wQhuwM4,1
Потеряшка,https://www.youtube.com/watch?v=qrbu02D2wQY,1
Занесло в сугроб,https://www.youtube.com/watch?v=T7MCxNxRgjg,1
"Мололец, выручил!",https://www.youtube.com/watch?v=bQ8rA5fsu7o,1
ДТП на перекрестке,https://www.youtube.com/watch?v=YDjSZeubi5U,1
Не вписались в поворот,https://www.youtube.com/watch?v=iIQTZTvJwdA,1
Pro Работу СИТИЛИНК,https://www.youtube.com/watch?v=e_nzbXl8q1E,0
Думал проскочить,https://www.youtube.com/watch?v=q-FGFZ0KK7c,1
Поспешил выехать,https://www.youtube.com/watch?v=Vfb_UfjePKk,1
Не надо так спешить,https://www.youtube.com/watch?v=iHuR9UBsVdc,1
Погоня с жестким столкновением,https://www.youtube.com/watch?v=1w_VbA4CJYM,1
Мог бы и пропустить,https://www.youtube.com/watch?v=wZqZ8LGx28o,1
К чему приводит невнимательность,https://www.youtube.com/watch?v=nVZYf32vzcA,1
Первый снегопад,https://www.youtube.com/watch?v=Gd-COoQ6YDI,1
Машины всмятку,https://www.youtube.com/watch?v=iPWdFEgPH8k,1
Столкнулись на пустом перекрестке,https://www.youtube.com/watch?v=KJtlEzlUX9U,1
Попытка протиснуться,https://www.youtube.com/watch?v=L1a5Yk4kWcY,1
Решил пропустить,https://www.youtube.com/watch?v=je20xR5yau8,1
Провокатор скрылся,https://www.youtube.com/watch?v=gi8hQk7VtzM,1
Это что за маневр?,https://www.youtube.com/watch?v=6ewVrTDFFpA,1
Развернуло в обратную сторону,https://www.youtube.com/watch?v=-7yBoTrq7VY,1
Сам себя наказал!,https://www.youtube.com/watch?v=JFno93F23RM,1
Растерялся?,https://www.youtube.com/watch?v=QY_B9oM1LaA,1
Прямо в столб,https://www.youtube.com/watch?v=8UNGs-lFadw,1
Подрезал мотоциклиста,https://www.youtube.com/watch?v=N64v2YfHQOo,1
Ехал бы уже дальше,https://www.youtube.com/watch?v=H4ypVB10kKQ,1
ДТП на перекрестке в Кондопоге,https://www.youtube.com/watch?v=VT0OIiC86FE,1
Оборвал провода и поехал дальше,https://www.youtube.com/watch?v=wuWr8n37gqs,1
ДТП на перекрестке,https://www.youtube.com/watch?v=JhYkqEtQJvk,1
Летит на красный,https://www.youtube.com/watch?v=RTy3EcsgXww,1
Не ленитесь дойти до пешеходного перехода,https://www.youtube.com/watch?v=4khefhmdDzI,1
Соблюдай дистанцию,https://www.youtube.com/watch?v=9KE6fJa--CE,1
Спровоцировал аварию,https://www.youtube.com/watch?v=-AxW7pHQVfI,1
Успею проскочить,https://www.youtube.com/watch?v=IZZBnhIKzbQ,1
Своими силами уже не потушить,https://www.youtube.com/watch?v=VIF_yD3nx_8,0
Неожиданный поворот,https://www.youtube.com/watch?v=cV_IyiZGBAY,1
Поторопился с парковкой,https://www.youtube.com/watch?v=mfbnYbnqofY,1
Поздно пятиться,https://www.youtube.com/watch?v=y_E-rEbcj3Q,1
Смена сигналов сфетофора?,https://www.youtube.com/watch?v=n6_3Pl8R5NY,1
Сбил велосипедиста,https://www.youtube.com/watch?v=tFehj6Yx3yw,1
Нападение собаки,https://www.youtube.com/watch?v=BHXJPyHe6-o,0
Пошли разбирать ситуацию,https://www.youtube.com/watch?v=mRUVtGADIkQ,1
Лоб в лоб,https://www.youtube.com/watch?v=viNwM7ZIGSk,1
Как же так можно ездить?,https://www.youtube.com/watch?v=ueVcjpVZvx4,1
Вандалы в подземке,https://www.youtube.com/watch?v=bkNdx0enYR4,0
Выкрутасы,https://www.youtube.com/watch?v=EFkUfx0ycao,0
Пешеход погиб,https://www.youtube.com/watch?v=u4oXeoJypRI,1
Пешеход легко отделался,https://www.youtube.com/watch?v=cfaamSgMHKo,1
Публичный Wi Fi  Додо пицца,https://www.youtube.com/watch?v=6mdUMJ8j6PE,0
Затянуло под колесо,https://www.youtube.com/watch?v=AGlkD1ekN9w,1
Не поделили дорогу,https://www.youtube.com/watch?v=X0ZedCQZaRo,1
ДТП на перекрестке,https://www.youtube.com/watch?v=8d8mnJtSFhU,1
В погоне за кабанчиками,https://www.youtube.com/watch?v=5JhBjnSIt58,0
Жесткое падение,https://www.youtube.com/watch?v=G0DLtJviOrk,1
ДТП на перекрестке,https://www.youtube.com/watch?v=vuv2_SIK-v8,1
Жесткое столкновение с пожарной машиной,https://www.youtube.com/watch?v=bsD5AJDOUlI,1
Отлично перестроился,https://www.youtube.com/watch?v=8WBhFumtvtU,1
Почему именно сейчас?,https://www.youtube.com/watch?v=xWRZi_oLl-I,1
Велосипедист налетел на пешехода,https://www.youtube.com/watch?v=ezaz4JykruI,0
Нежданчик,https://www.youtube.com/watch?v=2rp1XW7CFuU,1
Торопыга,https://www.youtube.com/watch?v=gweVJvWwzCc,1
Внимание! Велосезон открыт.,https://www.youtube.com/watch?v=lJ_8fYd_2Lo,1
Спровоцировал аварию,https://www.youtube.com/watch?v=O9n4Jfj-dZY,1
Покатались!,https://www.youtube.com/watch?v=j9Qu8NjBO0M,1
Ничего не предвещало,https://www.youtube.com/watch?v=24ntoscdAvs,1
Слепая зона?,https://www.youtube.com/watch?v=JJwTQariof8,1
Быстренько проскочить не удалось,https://www.youtube.com/watch?v=WiojVLEX_rM,1
Избегал столкновения с встречным авто,https://www.youtube.com/watch?v=vdZh_vtatzk,1
Жесткое столкновение,https://www.youtube.com/watch?v=wIYi37N2c5Y,1
Дороги в Петрозаводске,https://www.youtube.com/watch?v=5UOJu7EGYd0,0
Наезд на пешехода,https://www.youtube.com/watch?v=EfJ5SYyLajg,1
Дорожный конфликт,https://www.youtube.com/watch?v=nQ4sk6y3dxk,1
Провокатор,https://www.youtube.com/watch?v=b8ngF9vVbjg,0
Отскочили в последний момент,https://www.youtube.com/watch?v=H5aKtrkEznI,0
Сбил человека,https://www.youtube.com/watch?v=3KGrRluvKrI,1
Улетный маневр,https://www.youtube.com/watch?v=F0vlEpgIPKo,1
Сбил ребенка на пешеходном переходе,https://www.youtube.com/watch?v=DSeZQjzPJd8,1
Попытка проскочить на красный,https://www.youtube.com/watch?v=PWGk6ezqfK0,1
Натворил дел,https://www.youtube.com/watch?v=oArex3rWs_c,1
Автобус сбил пешехода,https://www.youtube.com/watch?v=A9PmALqXmK8,1
Выкинуло на встречную полосу,https://www.youtube.com/watch?v=2PX34VfNIjI,1
Не все успели отбежать,https://www.youtube.com/watch?v=wthiXBEOb70,1
Куча-мала,https://www.youtube.com/watch?v=G0BFY0-CnBI,1
Перевертыш,https://www.youtube.com/watch?v=9Vx0eHJtjc0,1
Плохая видимость,https://www.youtube.com/watch?v=n-wKUOtOm84,1
Не рассчитал траекторию,https://www.youtube.com/watch?v=m_du1vpdThI,1
Перекрыли проезд,https://www.youtube.com/watch?v=vsGu9T1RDTU,1
Влетел в столб,https://www.youtube.com/watch?v=7iT_aDIh7HE,1
Лопнуло колесо у трактора,https://www.youtube.com/watch?v=BkzBGfmh4S8,0
Не пропустил,https://www.youtube.com/watch?v=7cSNidRRKuk,1
Теперь постоим вдвоем,https://www.youtube.com/watch?v=isabRq7nt0U,1
Экскаватор сбил пешехода,https://www.youtube.com/watch?v=JAkTan4H6fo,1
Не пропустил автобус,https://www.youtube.com/watch?v=MmpBMhtVoqU,1
Резко затормозил,https://www.youtube.com/watch?v=p4i2l7U7k3Q,1
Уходил от столкновения,https://www.youtube.com/watch?v=Am5EFjddGn8,1
Берегись!,https://www.youtube.com/watch?v=1wBD8sSMA_Q,1
Не успел проскочить,https://www.youtube.com/watch?v=x4MUeCKEPcQ,1
Спровоцировал ДТП и скрылся,https://www.youtube.com/watch?v=YxFxNol5WVs,1
Скрылся с места ДТП,https://www.youtube.com/watch?v=BMJY3LfDWik,1
Лобовое столкновение,https://www.youtube.com/watch?v=r0COmQDqhcw,1
Далеко выехал,https://www.youtube.com/watch?v=TKVyv1JEdLc,1
Страшная трагедия в Костомукше,https://www.youtube.com/watch?v=3mypPdMsOTo,1
Заварил кашу,https://www.youtube.com/watch?v=aXdw620k9x4,1
Бегом под колеса,https://www.youtube.com/watch?v=NppaWtMQPEs,1
Со второй попытки,https://www.youtube.com/watch?v=TOoqnAX3RRk,1
А теперь едем в обратную сторону,https://www.youtube.com/watch?v=C50Db0eivzs,1
ДТП при повороте,https://www.youtube.com/watch?v=qMuwIUKo43k,1
Вдребезги,https://www.youtube.com/watch?v=sN9FWapq2n0,1
А кто то ждет Скорую,https://www.youtube.com/watch?v=z1vxMT_xERE,1
Столновения избежать не удалось,https://www.youtube.com/watch?v=qcmxQtNhCfM,1
Сбит пешеход,https://www.youtube.com/watch?v=TKZeRYxA4rg,1
Попытка проскочить на красный,https://www.youtube.com/watch?v=0fUfmsaLOdA,1
Ребенок выскочил под колеса,https://www.youtube.com/watch?v=45tuem9kvOo,1
Приехали,https://www.youtube.com/watch?v=Xznae8mYVZQ,1
Столкнулись на пустом перекрестке,https://www.youtube.com/watch?v=pr3vO0aj_Rs,1
Сбили пешехода,https://www.youtube.com/watch?v=dxjGPCY1-94,1
Поворот не глядя,https://www.youtube.com/watch?v=dIWntLk_SNc,1
Потерпевший убежал,https://www.youtube.com/watch?v=touZhKY4JmU,1
ДТП на перекрестке,https://www.youtube.com/watch?v=ehS1nUDpzgg,1
Больно смотреть,https://www.youtube.com/watch?v=iQ6oHz75IU4,1
ДТП при обгоне,https://www.youtube.com/watch?v=ge3Cpxd93o4,1
ДТП на перекрестке,https://www.youtube.com/watch?v=i720SHN8LuA,1
Влетел в пожарную машину,https://www.youtube.com/watch?v=bTQY-5guyCQ,1
Куда вообще смотрел?,https://www.youtube.com/watch?v=hDsXx2rbJR0,1
От полученных травм пешеходы скончались на месте,https://www.youtube.com/watch?v=q-peHy7Pl_A,1
Осенний мотопробег,https://www.youtube.com/watch?v=7leL0YtBJ6s,1
Развернуло на 360,https://www.youtube.com/watch?v=lcQRSfNvQkw,1
Сбил девушку на переходе,https://www.youtube.com/watch?v=sTjJzoxVZN8,1
Засмотрелся,https://www.youtube.com/watch?v=YNzEKx7AFxE,1
Что ж так медленно,https://www.youtube.com/watch?v=_dY75jhAHp4,1
Как ни в чём не бывало,https://www.youtube.com/watch?v=bCnZ_FVh0pk,1
Двое пострадавших,https://www.youtube.com/watch?v=8IPD5Q0OfRU,1
Вот это развернуло!,https://www.youtube.com/watch?v=nECDoCi-BEc,1
Не смогли разъехаться,https://www.youtube.com/watch?v=a3lh0-e0w24,1
Пожар на Перевалке,https://www.youtube.com/watch?v=c2BMoLECc4M,0
Курьезный случай,https://www.youtube.com/watch?v=IZonTVu8lLc,1
Печальный исход,https://www.youtube.com/watch?v=sZdeWwBv-7Q,1
На этот раз обошлось,https://www.youtube.com/watch?v=1DKGk_EpiNU,0
Летит на красный,https://www.youtube.com/watch?v=DtwTn_1aAzo,1
Нестандартная ситуация,https://www.youtube.com/watch?v=ZPf7OsDdHH0,1
Избегая аварии,https://www.youtube.com/watch?v=fgN_iB6LNCo,1
Третьему повезло,https://www.youtube.com/watch?v=YTXfR-2LBjg,1
"Не надо ждать, давайте по встречке",https://www.youtube.com/watch?v=8j1HqPHvsxU,1
Бегом под колеса,https://www.youtube.com/watch?v=ua5ydfWMKlQ,1
Грубо подвинул,https://www.youtube.com/watch?v=qHo2uAXex1Y,1
Убедитесь в безопасности маневра,https://www.youtube.com/watch?v=KBD5fRbvWbU,1
Любишь кататься — люби и саночки возить,https://www.youtube.com/watch?v=5kDErST8v4s,0
Да как так-то?,https://www.youtube.com/watch?v=-tme287M49g,1
Передумал поворачивать,https://www.youtube.com/watch?v=hzVpjDEjPkc,1
Куда летел?,https://www.youtube.com/watch?v=VMUcd_Ctydo,1
Жалко собаку,https://www.youtube.com/watch?v=b_8pVUZ-TJg,0
Не спеши,https://www.youtube.com/watch?v=HnN7CvKKNyU,1
Немного промахнулся,https://www.youtube.com/watch?v=rxKDrFQ07DY,1
Странный маневр,https://www.youtube.com/watch?v=tvm4GXM0_lI,1
Снес светофор,https://www.youtube.com/watch?v=wGpLlEkD-zs,1
Выбежал под колеса,https://www.youtube.com/watch?v=s-9I4jjo9a4,1
Велосипедист наехал на автомобиль,https://www.youtube.com/watch?v=7_t3dSJp8_o,1
Подрезал,https://www.youtube.com/watch?v=DWwOVoGpCy4,1
Негабаритный груз,https://www.youtube.com/watch?v=5wjQbIeUN7k,1
Бампер вдребезги,https://www.youtube.com/watch?v=JohW6AyyU7I,1
Торопыга,https://www.youtube.com/watch?v=KURP0-4Kvdc,1
Чуть не врезались,https://www.youtube.com/watch?v=nr-MUb7Pw4I,1
Скрылся с места ДТП,https://www.youtube.com/watch?v=_St4Tg93h0s,1
Столкнулись на пустом перекрестке,https://www.youtube.com/watch?v=PfCjUDbAE9g,1
Перевернулся набок от столкновения,https://www.youtube.com/watch?v=muA3SAsikog,1
"Стоял, никого не трогал",https://www.youtube.com/watch?v=LlPHyOWgIJA,1
ДТП на перекрестке,https://www.youtube.com/watch?v=8ZL4B4bVB9I,1
Тройное ДТП,https://www.youtube.com/watch?v=xKa55k5P-24,1
Сбили пешехода,https://www.youtube.com/watch?v=ZZAeUJe9leQ,1
Страшное падение,https://www.youtube.com/watch?v=d5c8nJyBEjI,1
Горим!,https://www.youtube.com/watch?v=gwr4ffTTa3E,0
Чирк,https://www.youtube.com/watch?v=wlujuY43lPM,0
Пострадали водитель и пассажир мотоцикла,https://www.youtube.com/watch?v=eX_85FQgtgY,1
Не вписался в поворот,https://www.youtube.com/watch?v=KDQBFpEkjM4,1
Интересная траектория,https://www.youtube.com/watch?v=ka6Wl1v6_YM,1
Кошмар автомобилиста,https://www.youtube.com/watch?v=hwqVDziShok,1
Выезд на главную,https://www.youtube.com/watch?v=T4VOQFbVS-o,1
Пешеход госпитализирован,https://www.youtube.com/watch?v=TfF9SzzDNA8,1
Отвалилось колесо,https://www.youtube.com/watch?v=g7jDxZGc_sY,0
Перегородили дорогу,https://www.youtube.com/watch?v=Wa0RXZ-MgEI,0
Сбежал с места ДТП,https://www.youtube.com/watch?v=9nAobLlbTt4,1
Обошлось без жертв,https://www.youtube.com/watch?v=oYVqhvf_pe0,1
Таран,https://www.youtube.com/watch?v=NQ7wM5Fh61o,1
Разборка на проезжей части,https://www.youtube.com/watch?v=TYe11K5u0H0,1
Слона-то я и не приметил,https://www.youtube.com/watch?v=fmWzzg7NJIw,1
Выезд на встречку,https://www.youtube.com/watch?v=yifJGwochuU,1
Как же так?,https://www.youtube.com/watch?v=tadr-1CM9Pk,1
Не успел,https://www.youtube.com/watch?v=R0PJbSXcnDQ,1
Виновник очевиден,https://www.youtube.com/watch?v=d3yq4HaxlPU,1
Утрамбовал,https://www.youtube.com/watch?v=CZE9-A2tn5A,1
Смотрел в другую сторону,https://www.youtube.com/watch?v=2QbygNU-9L0,1
Как так то?,https://www.youtube.com/watch?v=sF7zjA3U6CA,1
Обгон по встречке,https://www.youtube.com/watch?v=5BdZ6aVqoyk,1
Взрыв автомобиля,https://www.youtube.com/watch?v=JH-KnztcDTY,1
Поздно пятиться,https://www.youtube.com/watch?v=auLSj5z5Dp4,1
Куда же повернуть?,https://www.youtube.com/watch?v=j-TeZ7QsfxA,1
Поцарапал,https://www.youtube.com/watch?v=y0QRAfdqlo8,1
"Гражданин, пройдемте!",https://www.youtube.com/watch?v=NHYZavAcQYw,0
Вылетел с проезжей части,https://www.youtube.com/watch?v=cBBWZCWXYec,1
Опять метеорит?,https://www.youtube.com/watch?v=KPv7iXOB6f8,1
Сам себя наказал,https://www.youtube.com/watch?v=XyoxMoLtjPg,1
Столкнулись на пустой дороге,https://www.youtube.com/watch?v=Vwa1jbw2_iE,1
Держи дистанцию,https://www.youtube.com/watch?v=fvuRHQVCtSI,1
Главный на кольце,https://www.youtube.com/watch?v=owAVWUVWVQI,1
Собака выскочила прямо под колеса,https://www.youtube.com/watch?v=6DdOzJGUqYI,0
Срезал путь,https://www.youtube.com/watch?v=QsFHebrEH8E,1
Тройное ДТП,https://www.youtube.com/watch?v=eRgcFTCWFrE,1
ДТП при повороте,https://www.youtube.com/watch?v=ejSTG6lV_EA,1
Поплатился фарой,https://www.youtube.com/watch?v=V1zfu83n3Cc,1
Объехать не получилось,https://www.youtube.com/watch?v=4f7IcbwFV1Y,1
ДТП в момент смены сигналов светофора,https://www.youtube.com/watch?v=mVZSOD9vJh4,1
Влетел в пожарный автомобиль,https://www.youtube.com/watch?v=lFQaxhMEnU4,1
Внезапно решил повернуть,https://www.youtube.com/watch?v=bK3Eu2mDfhY,1
Куда смотрел водитель,https://www.youtube.com/watch?v=f2x9nOMduXY,1
Снес ограждение.,https://www.youtube.com/watch?v=Khex3e-bqSs,1
ДТП.Страшные последствия уличных гонок.,https://www.youtube.com/watch?v=1rnUNkzE-uM,1
Погуляли с собачкой,https://www.youtube.com/watch?v=GAYTpiQfz-A,0
Сбили ребенка,https://www.youtube.com/watch?v=R74XRlVup6o,1
Дотолкаем,https://www.youtube.com/watch?v=CS5M0nWrSHE,0
Зазевался,https://www.youtube.com/watch?v=2o3KUeLfaZU,1
Браво!,https://www.youtube.com/watch?v=U9bZE4rSAuA,0
Виновато дерево,https://www.youtube.com/watch?v=l8A9hmBtxV8,1
Карма,https://www.youtube.com/watch?v=E0HSqmwmqP0,1
Лоб в лоб,https://www.youtube.com/watch?v=4j8fpOfPkM8,1
Отделался легким испугом,https://www.youtube.com/watch?v=SG3EGCTLeIA,1
Зачем так спешить,https://www.youtube.com/watch?v=eN1QigvxTps,1
Главное поворотник включить,https://www.youtube.com/watch?v=mTlYdBdO7Ho,1
Торопыга,https://www.youtube.com/watch?v=hwMZWRmPrO8,1
Психанул,https://www.youtube.com/watch?v=G1AYLl6Thbc,1
ДТП на перекрестке,https://www.youtube.com/watch?v=XlPhELeQnFg,1
Отрываясь от земли,https://www.youtube.com/watch?v=vWiJ8rPDvjI,1
Вторжение,https://www.youtube.com/watch?v=uNLnaQteVxc,0
"Скрылся, разбив две машины",https://www.youtube.com/watch?v=LfLlOtWMaPQ,1
Да будет пробка,https://www.youtube.com/watch?v=YED_cpYziVM,1
Рано выскочил,https://www.youtube.com/watch?v=xzyMTzSNdzU,1
"Зацепил, но уехал",https://www.youtube.com/watch?v=yUfA8EH-j3w,1
Уходил от столковения,https://www.youtube.com/watch?v=RFU-qJvH8E0,1
Идет на таран,https://www.youtube.com/watch?v=dc3qTVXA_P0,1
Вынесло на встречку,https://www.youtube.com/watch?v=VoFlF4W_iQE,1
Как-то так,https://www.youtube.com/watch?v=h0SZnFy88BI,1
ДПС тут как тут,https://www.youtube.com/watch?v=8Tas2jLCKCM,1
Зацепер,https://www.youtube.com/watch?v=nJcYy63Sm-k,0
Парное катание,https://www.youtube.com/watch?v=sH0oJRcT0tI,1
ДТП на перекрестке,https://www.youtube.com/watch?v=Mxnkr2vAOl4,1
Горе-дрифтеры,https://www.youtube.com/watch?v=P4BwiFzpC-I,1
Бампер вдребезги,https://www.youtube.com/watch?v=AsO38l8UiEA,1
Пассажир вылетел из автомобиля,https://www.youtube.com/watch?v=JLldu-wvfE0,1
Медвежья услуга,https://www.youtube.com/watch?v=TBW5t2vaK9s,1
Занесло на повороте,https://www.youtube.com/watch?v=hDU9xwKziws,1
Избежать столкновения не удалось,https://www.youtube.com/watch?v=3xG2HDOjfg4,1
Вылетел уже на красный,https://www.youtube.com/watch?v=yt9Plfmg46A,1
Третий успел отскочить,https://www.youtube.com/watch?v=MiP4It1cREM,1
Вынесло на встречку,https://www.youtube.com/watch?v=o2eB18Rlxks,1
Не уступил дорогу,https://www.youtube.com/watch?v=PBuT9cIz7Bo,1
"Вылезай, приехали",https://www.youtube.com/watch?v=yiuuBcMgQak,1
Переходил на запрещающий сигнал светофора,https://www.youtube.com/watch?v=Yjj8IOi4ZhM,1
Ворота рухнули на детей,https://www.youtube.com/watch?v=f7xR2_dX8VE,0
Пострадали два пешехода,https://www.youtube.com/watch?v=jb79GHPhN5M,1
Больше не торопится,https://www.youtube.com/watch?v=kZaj0HgkrLU,1
Никого не задавил?,https://www.youtube.com/watch?v=Nj2hgCI4zbQ,1
Не разъехались,https://www.youtube.com/watch?v=PAAN3fiHKOk,1
Слепая зона?,https://www.youtube.com/watch?v=-Xh8PPX786E,1
Лучше бы немного подождал,https://www.youtube.com/watch?v=zH7XjnNYP3E,1
Развернусь сейчас,https://www.youtube.com/watch?v=KUEnXZy2Gx0,1
Спровоцировал наезд на  пешехода,https://www.youtube.com/watch?v=B4J9bwzzUd4,1
ДТП на перекрестке,https://www.youtube.com/watch?v=iVz2yj1KRMU,1
Желающих подвезти не нашлось,https://www.youtube.com/watch?v=9usLDcb-RBk,1
Рано выскочил,https://www.youtube.com/watch?v=ezsbjJ2UNQ8,1
ДТП на перекрестке,https://www.youtube.com/watch?v=pSbZd6_YHc4,1
